Time, Username, Tweet, Replies, Retweets, Likes, Language, urlStatus
Jan 30,@Karstya,@IndosatCare paket aktif sampe jam 20.37. Jam 20.31 saya nonaktifin mobile data. Jam 20.36 dapet sms katanya saya  internetan pake pulsa dan udah habis 8700. Ini gimana yha.pic.twitter.com/eaVhWpysAw,1,0,0,Indonesian,https://twitter.com/Karstya/status/958342218695110656
Jan 30,@yerimichin,"@IndosatCare permisi, kak?
Kenapa sudah 2 hari sinyal IM3 di DIY tidak stabil yaa? Awalnya 4G, lalu jadi 3G lalu hilang lalu 4G lalu 3G lagi kenapa yahh, kak? Terima kasih.. ini paketan sayapic.twitter.com/DMOapmzwNd",1,0,0,Indonesian,https://twitter.com/yerimichin/status/958333239692738561
Jan 30,@haniifadly,"@IndosatCare min, pulsa quota internet tiba2 dinonaktifkan tanpa notifikasi, padahal masih cukup pulsa untuk memperpanjang paket freedom 2gb 45rb. Gara2 itu pulsa 60rb ludes. Ini knp??pic.twitter.com/cNwhUDKXPq",1,0,0,Indonesian,https://twitter.com/haniifadly/status/958324161402650625
Jan 30,@Adhipaw,"@IndosatCare operatornya mabok apa gimana ya? Pulsa masih segitu, buat nelpon kok bunyinya ""sisa pulsamu tidak cukup untuk melakukan panggilan ini"" pic.twitter.com/usE8ItDqqg",1,1,0,Indonesian,https://twitter.com/Adhipaw/status/958303406317223936
Jan 30,@phefia,nomornya masih yang sama. Waktunya tadi jam 14.50. Seperti yang tertera di picture screenshoot sms inipic.twitter.com/gACaB8nHWM,0,0,0,Indonesian,https://twitter.com/phefia/status/958272410960056320
Jan 30,@phefia,@IndosatCare @IM3Ooredoo pulsa saya kesedot Rp. 40.500 padahal saya pake wifi kantor. Dan saat itu paket data off. Mohon kembalikan pulsanyapic.twitter.com/UeGaBx5tMd,1,0,0,Indonesian,https://twitter.com/phefia/status/958269391707111424
Jan 30,@willyyudha,@IndosatCare @IM3Ooredoo sudah 2 minggu daftar pasca bayar belum bisa aktif. CS nya ditanya gak ada jawaban. Cuma FU FU terus.pic.twitter.com/beweUZnGux,0,0,0,Indonesian,https://twitter.com/willyyudha/status/958259965096902656
Jan 30,@Joedyst,"@IndosatCare maksudnya gmn ya kak? Notif dari sms dan informasi yg ada di aplikasi myIM3 beda untuk keterangan sisa kuota, kejadian seperti ini sudah beberapa kali terulang yg mengakibatkan tersedotnya pulsa saya. Tolong informasinyapic.twitter.com/Pcuvax8kVl",0,0,0,Indonesian,https://twitter.com/Joedyst/status/958240109584789504
Jan 30,@crazyzack13,"Hi @IndosatCare langkah2 d atas udh sy lakukan, sdh pindah ke HP yg lain juga tpi tetep sama. Berikut sy lampirkan nomer d belakang kartu sypic.twitter.com/lsAl2WwInD",1,0,0,Indonesian,https://twitter.com/crazyzack13/status/958233675828674560
Jan 30,@Baby_Kong190,"Bukan itu lagi,udah ganti......ini udah nomer yg ketiga selalu kaya gtupic.twitter.com/NMY3Cro6hC",1,0,1,Indonesian,https://twitter.com/Baby_Kong190/status/958222826963484672
Jan 30,@ericghoz,"Sudah dipastikan tidak, soalnya waktu memakai kartu ooredoo adik saya gpp dan lancar2 saja... Soalnya saya pikir hapenya yg soak kak...",0,0,0,Indonesian,https://twitter.com/ericghoz/status/958171885975384064
Jan 30,@AdityaIsa_,"@IndosatCare beli kuota tanggal 11 Januari ternyata bukan cuma pulsa yg bisa ilang, kuota juga bisa ilang sendiri di Indosat #indosatpic.twitter.com/CEeejguJHI",1,0,0,Indonesian,https://twitter.com/AdityaIsa_/status/958133737706766342
Jan 30,@EnurNurhayati16,@IndosatCare knp pulsa sy suka terpotong otomatis padahal sy ga pake utk tlp? Suka dpt sms spt ini sudah hampir seminggupic.twitter.com/lqOW0I3Pf6,1,0,0,Indonesian,https://twitter.com/EnurNurhayati16/status/958085632277995520
Jan 30,@rosaliawahyu,"@IndosatCare tolong dibantu, saya gak pernah langganan konten sms apapun tau² dpt sms begini barusan. Kenapa sih Indosat sering bgt mendadak berlangganan konten?? Ini gak cuma skali ini kjadian bgini pic.twitter.com/yKOCoJwccG",1,0,0,Indonesian,https://twitter.com/rosaliawahyu/status/958041253051908096
Jan 30,@ojieijo,@IndosatCare kok speed nya udah beberapa hari ga stabil ya?? Ada gangguan?? Daerah perigi tangselpic.twitter.com/btJFKCcOBv,1,0,0,Indonesian,https://twitter.com/ojieijo/status/958037686375276544
Jan 29,@rizalhast,@IndosatCare udh bbrp bulan gk pake indosat kirain jaringannya udh bener eh gak taunya tetep aja zonk bin blangsak gk ada peningkatan bgs,0,0,0,Indonesian,https://twitter.com/rizalhast/status/957989595689336833
Jan 29,@Yooganza,"@IndosatCare kak saya sudah download apk myim3. Mau ngecek kuota, tapi sebelumnya sign up dulu. Saya tp kok gak bisa sign up ya? Katanya nomor telah terdaftar. Padahal ini nomor baru dan saya blm pernah daftar. Mohon bantuannya kak:)pic.twitter.com/SpEcJ5SQ6s",1,0,0,Indonesian,https://twitter.com/Yooganza/status/957985330405130240
Jan 29,@dharmanapit,@IndosatCare min mau nanya. Katanya kalo beli paket combo apa aja dapat gratis spotify premium sebulan. Kok saya belum dapat ya? Saya baru beli paket combo Mpic.twitter.com/NSXbQ97Rp9,1,0,0,Indonesian,https://twitter.com/dharmanapit/status/957969673538084864
Jan 29,@Faaridanf,@IndosatCare kenapa pulsa masih 122rb tapi nggak bisa daftar paket unlimited 100 ribu alasannya pulsa tidak cukup/masa tenggang.pic.twitter.com/yNWnP5Zjl4,1,0,0,Indonesian,https://twitter.com/Faaridanf/status/957877093139824640
Jan 29,@amarufi_,"Wah ada cara yg lebih efisien ternyata, terima kasih infonya mbak indy :)",1,0,1,Indonesian,https://twitter.com/amarufi_/status/957843818987974656
Jan 29,@heralismyn,min knp ya aku tlp sesama Indosat ga bisa mulu? Why?,2,1,0,Indonesian,https://twitter.com/heralismyn/status/957840610508996608
Jan 29,@ajitekom,"saya beberapa menit aktifkan data mode, kayaknya langsung ke sedot pulsanya segitu ya, wowpic.twitter.com/SKodjUwnkP",1,0,0,Indonesian,https://twitter.com/ajitekom/status/957839647446515712
Jan 29,@isranurhadi,"@IndosatCare halo mau tanya, gerai indosat yg buka 24 jam atau sampai malam di jakarta ada di mana saja? Mksh.",1,0,0,Indonesian,https://twitter.com/isranurhadi/status/957837978981695488
Jan 29,@utomo71,@IndosatCare apa sdg gangguan nomor indosat sy tidak bisa melakukan panggilan keluar. Ada solusi kah?,1,1,0,Indonesian,https://twitter.com/utomo71/status/957832903454425088
Jan 29,@akuheidi,Saya mau login myim3 tapi lupa password. Ketika masukin no dan email berulang kali tidak bisa kenapa ya.pic.twitter.com/zdMPsDTZ6N,1,0,0,Indonesian,https://twitter.com/akuheidi/status/957831046799568897
Jan 29,@wisnudon,"@IndosatCare saya reg ulang ke 4444, balasannya:

Maaf, nomor Anda telah terdaftar. Anda tidak dpt melakukan Registrasi Ulang utk nomor ini. Utk perubahan kepemilikan silakan kunjungi Gerai Indosat Ooredoo.

Itu artinya no terdaftar atas nama saya? Atau sdh dimiliki org lain? ",1,0,0,Indonesian,https://twitter.com/wisnudon/status/957828633120276480
Jan 29,@IrFanPujiana,"Waduh parah amat ya 1 menit ilang 40rbu.
Trus knpa kmrin saya tdk bisa perpanjang paket 50rbu/30hari ya?pic.twitter.com/dZWQBwEEnM",1,0,0,Indonesian,https://twitter.com/IrFanPujiana/status/957828532779954176
Jan 29,@ihsanmukhtar,"@IndosatCare pagi min, ko extra kuotanya gak bisa juga ya ? Udah berkali kali dari kemarin gak ada sms balesan dari indosat min, apa indosatnya lagi gak ada pulsa -,-""pic.twitter.com/ccTBSVSkTw",0,0,0,Indonesian,https://twitter.com/ihsanmukhtar/status/957802141837443072
Jan 29,@apibeku,ini kok kayak gini? padahal kuota masih freedom combo masih banyak. dari pulsa 17ribuan sekarang jadi 0 dan nggak bisa internet sama sekali.pic.twitter.com/8gnzXqMvx5,1,0,0,Indonesian,https://twitter.com/apibeku/status/957798086524379136
Jan 29,@fathyatunjung,@IndosatCare saya mencoba untuk membeli paket yg biasa saya beli tapi kenapa gagal melulu ya ? padahal pulsa mencukupi. tolong segera diproses yapic.twitter.com/wPL5JzpBSm,1,0,0,Indonesian,https://twitter.com/fathyatunjung/status/957778588090040320
Jan 29,@NovikaParamitha,"@IndosatCare mau tanya min. Sy beli paketan data 20gb. Dg paket malam nya 15gb. Masa aktif sampai 27/02/18. Kuota malam jarang di pakai, skrg mau sy pakai tp tidak bisa. Setelah di cek katanya begini. Mohon infonya gimana inipic.twitter.com/aWPinpmqWE",1,0,0,Indonesian,https://twitter.com/NovikaParamitha/status/957685744528539648
Jan 28,@zicoalviandri,"Saya sering komplen soal potongan pulsa. Nomor saya masih 085781286184.

Kejadiannya udah beberapa kali.
Saya harus gimana ya untuk tindakan preventifnya? Matiin paket data udah, bahkan hp pun dimatiin. Tapi pas cek pulsa, masih ada yang kepotong",0,0,0,Indonesian,https://twitter.com/zicoalviandri/status/957580978171473920
Jan 28,@zicoalviandri,"Saya bingung. Setiap paket yellow mau abis, saya matikan paket datanya 1 jam sebelum. Tapi setelah cek *123# masih sering terkena potongan pulsa walaupun paket data belum dinyalakan. Bingung dari mana nyedotnya",1,0,0,Indonesian,https://twitter.com/zicoalviandri/status/957575138190376960
Jan 28,@samyangcarbo,@IndosatCare jaringan 4G tapi kenapa lemot banget yaa? udah 4 hari gini:(,1,1,0,Indonesian,https://twitter.com/samyangcarbo/status/957565985799598081
Jan 28,@AnotherFrizaLT_,@IndosatCare min kok ane gk bisa daftarin paket yellow ya padahal pulsa dan masa tenggap masih ada tolong ini bagaimana?pic.twitter.com/0msoRVn4Ip,1,0,0,Indonesian,https://twitter.com/AnotherFrizaLT_/status/957550600723431424
Jan 28,@awan_himawan,"@IndosatCare mohon bantuanya, kemarin tgl 27 januari saya isi pulsa 100rb dan registerasi pkt unlimited yg 70rb, namun hari ini ada notifikasi pulsa saya habis dan saya cek di myim3 kuota saya jadi 0, ada apa ini? Bisa dibantu?pic.twitter.com/Pafy9iJzOk",0,0,0,Indonesian,https://twitter.com/awan_himawan/status/957534372353077248
Jan 28,@raharnasution,@Indosatcare min kok akhir2 ini sinyal indosat lemot banget ya. padahal waktu awal pemakaian cepet bgt. hadeuh,0,0,1,Indonesian,https://twitter.com/raharnasution/status/957402494459559942
Jan 28,@_bhayuajie_,"Nomernya ini,saya pake kartu paket internet yang sekali pakaipic.twitter.com/LHEmbwIBaj",2,0,0,Indonesian,https://twitter.com/_bhayuajie_/status/957392952258584576
Jan 28,@ilhamdysis,"@IndosatCare Mau kayak gini terus? Mau sampe kapan sinyal ancur terus, jangan bikin orang nyesel pake indosat. Dari kemaren komplain kaga di tanggepin terus.pic.twitter.com/kPrrR7jIGO",1,1,1,Indonesian,https://twitter.com/ilhamdysis/status/957300210354417665
Jan 27,@Procrastinaurus,"@IndosatCare saya sudah perpanjang Freedomcombo M saya mau daftar Spotify premium, saya sudah ikuti langkahnya, saya tdk dapat sms login, dan saya login dengan akun yg saya buat, masih free. Tidak premium. Mohon di bantupic.twitter.com/p77RgWurIL",1,0,0,Indonesian,https://twitter.com/Procrastinaurus/status/957285830992654337
Jan 27,@inz_cristz,"@IndosatCare ini kenapa lagi ya im3 lemot lagi belum ada sebulan lemot lagi jaringannya, padahal 4g hadehh^^^^^",1,1,0,Indonesian,https://twitter.com/inz_cristz/status/957283827948269568
Jan 27,@OCDTam,@IndosatCare Min lelet bgt nih,1,1,0,,https://twitter.com/OCDTam/status/957283485198118914
Jan 27,@herd_fherd,@IndosatCare kalo terus2an kyak gini bisa beralih ke provider lain nih dari kemarin sampai skrg sinyal masih blm stabil,0,1,0,Indonesian,https://twitter.com/herd_fherd/status/957278394290286592
Jan 27,@sakacrawford,Cari aja di DM. Saya sudah ga mood. Tuh internet speed the so called LTE kayak gitu. Bikin malespic.twitter.com/dENkJBA0n1,0,0,0,Indonesian,https://twitter.com/sakacrawford/status/957218075383771136
Jan 27,@masfudy,"@IndosatCare
Mau upgrade Sim card ke 4g bisa lwt nomer 185/ cs gak?",0,0,1,Indonesian,https://twitter.com/masfudy/status/957168601328369664
Jan 27,@erik_eSBe,"@IndosatCare pulsa saya segitu, mau beli paket freedom plus Rp. 40.000, kok ga bisa yah ??? Dikirim sms ""pulsa anda tdk cukup/dalam masa tenggang"" ???
Indosat lagi error atau lagi ga bs berhitung ???pic.twitter.com/9xeizRX44M",0,0,0,Indonesian,https://twitter.com/erik_eSBe/status/957147093088452608
Jan 27,@wina_aswir,@IndosatCare no hp saya kenapa gak bisa dipakai telpon keluar ya? Selalu alasan pulsa ga ada. Skrg sms pun gak bisa padahal pulsa saya masih banyak. Saya cb daftar ulang tp udh teregister,1,0,1,Indonesian,https://twitter.com/wina_aswir/status/957120868190011392
Jan 27,@sepertisirus,"@IndosatCare min, pulsa saya 9000 barusan tinggal 7900 gara2 dapet sms ini. Tolong ya min, saya kok sering kedaftar konten2 gini padahal saya ga daftar sama sekali. Udah saya cek ke *123*44# jg tp blm ada balasan. Trims.pic.twitter.com/6427Qdrbek",1,0,0,Indonesian,https://twitter.com/sepertisirus/status/957110498205380610
Jan 27,@keulchan,"@IndosatCare halo kak, mau tanya. saya kok mau masuk aplikasi gak bisa ya padahal nomor dan passwordnya sudah benar. katanya 'Mohon periksa kembali'. saya mau perpanjang paket jadi gak bisa malah pulsa saya yang terpotong terima kasihpic.twitter.com/InL4CJNn5l",1,0,0,Indonesian,https://twitter.com/keulchan/status/957076418210377730
Jan 27,@lionelmaxi10,Iyaa nomerku itu 604,0,0,1,Indonesian,https://twitter.com/lionelmaxi10/status/957068082073096192
Jan 27,@squibcatlady,"@IndosatCare cek dm. Pulsa saya baru diisi 100rb kemarin,hari ini sisa 1 rupiah, gak ada notifikasi pemakaian per kb. Padahal kuota utama saya masih ada 150mb. Kembalikan pulsa saya!pic.twitter.com/gW9Xk9Bnz2",0,0,0,Indonesian,https://twitter.com/squibcatlady/status/957067801067335680
Jan 27,@Wrezy_,"@IndosatCare saya baru isi pulsa saya untuk perpanjangan paket, saya kira pket akan otomatis perpanjng jika pulsa memadai, lalu sy tdk terima notif bahwa paket saya berakhir tapi malah lngsung kesedot sejumlah itu 45600?! Bahkan saya baru menyalakan data internet di hp saya.pic.twitter.com/QEKpgCEGMP",1,0,0,Indonesian,https://twitter.com/Wrezy_/status/957066439424319489
Jan 27,@roydmhwn,"@IndosatCare min,ini penyelesaian masalah jaringan 4G nya gimana?uda 3 hari lelet..saya juga sudah dm tp g ada respon",1,1,0,Indonesian,https://twitter.com/roydmhwn/status/957045299750486016
Jan 26,@felciffo,"Emang terdepan. Udah bales sekali, balesnya lagi taun depan. Butuh urgent juga pada bodo amatpic.twitter.com/IZZmomSq2Y",0,0,0,Indonesian,https://twitter.com/felciffo/status/956930210007416833
Jan 26,@RosmalinaNinna,"@IndosatCare masih lemot juga sampai hari ini, saya pilih jaringan 4G tp dapetnya H kadang malah E bikin kesel. Semua yg pakai indosat di lingkungan rumah saya juga merasakan hal yg sama pic.twitter.com/d9idYS8It8",1,0,0,Indonesian,https://twitter.com/RosmalinaNinna/status/956896171649261570
Jan 26,@danirachh,"@IndosatCare halo sy mau nanya ini di menu *123# paket xxl ada kuota 3G sebesar 12gb, tapi knp pas sdh dibeli trus dicek ulang via sms tidak tercantum kuota 3G 12gb?pic.twitter.com/vDpurAAkia",0,0,0,Indonesian,https://twitter.com/danirachh/status/956852631699275776
Jan 26,@veroagustine,"@IndosatCare udah pake paket internet + paket nelpon + paket sms, masih aja kepotong nih pulsa dr 28500 jd 21100 pic.twitter.com/TsqhsjbWz1",0,0,0,Indonesian,https://twitter.com/veroagustine/status/956837838816817153
Jan 26,@qahhr1993,"@IndosatCare setiap login begini terus, ada solusi? Internet pakai wifi rumah alhamdulillah stabil tidak ada masalah. Tp setiap login seperti ini. Saya hny ingin liat status paket saya termasuk pembayarannya. Trimspic.twitter.com/7huIuxtMqq",0,0,0,Indonesian,https://twitter.com/qahhr1993/status/956826939905392640
Jan 26,@RezaRatm,"@IndosatCare tidak ada pemberitahuan bahwa paket internet saya habis, seketika pulsa 40ribu lebih lenyap seketikapic.twitter.com/6QgYmkFhOO",1,0,0,Indonesian,https://twitter.com/RezaRatm/status/956780382120173568
Jan 26,@GultomRopas,"Sudah bosan saya on off kan hp nya, dan lokasinya benar masih di ujung harapan-Grand Pondok Ungu dan masalah akses nya ke semua aplikasi yang ada huhunganya sama internet dan nomor indosat lain saya coba tanya dan cek tidak ada masalah",0,0,0,Indonesian,https://twitter.com/GultomRopas/status/956744321406926851
Jan 26,@PanjiHardJ,@IndosatCare Mohon dibantu perkuat sinyal internet (3G/4G)  wilayah PT YCH Indonesia (JL Raya Kalimalang KM 2 Cibitung Bekasi) karna saya pengguna indosat sudah ganti kartu 4G namun hanya diwilayah sini aja sinyal internet jelek atau bahkan tidak ada.Thanks :),0,0,1,Indonesian,https://twitter.com/PanjiHardJ/status/956739974841290752
Jan 26,@haribebaz,"Kok promonya berubah, ada kuota mlm segala, saya nyarinya yg full pemakaian 40gb seperti sebelumnya.. Saya kecewa ini sama indosat, gak ada istimewa istimewanya pelanggan lamapic.twitter.com/goEli3NCZR",1,0,1,Indonesian,https://twitter.com/haribebaz/status/956698935497650178
Jan 26,@imamnurhuda,@IndosatCare ini gimana ya? Saya gak pernah berlangganan apa2. Kartu dlm masa tenggang kok bisa2nya berlangganan.pic.twitter.com/HiaWbHzIiH,1,0,0,Indonesian,https://twitter.com/imamnurhuda/status/956690227199754240
Jan 26,@AsriRasyid7,Dear Indosat mohon dicek DM sy.knp paket im3 yellow sering bermasalah?pulsa tiba2 hilang/habis sendiri jd Rp.0 pdhl kuota internet msh ada dan internet off/mati,1,0,0,Indonesian,https://twitter.com/AsriRasyid7/status/956676023977848832
Jan 26,@BayuAngora,"@IndosatCare 

Dari kemarin sudah kirim XD1 ke 929 untuk pembelian extra kuota. Tapi sampai sekarang belum aktif. Tidak ada notifikasi lagi. Bisa tolong diaktifkan?",0,0,0,Indonesian,https://twitter.com/BayuAngora/status/956603024553619456
Jan 25,@salibrah,"@IndosatCare saya tadi sore sudah membayar tagihan PPN saya sebesar Rp 61.500 atas kartu pasca bayar,tapi kenapa masih dalam pemblokiran dengan nomor 081511237590,kata CS indosat aktifnya tidak lama. Mohon segera ditangani karna merugikan konsumen ini namanya.",0,0,0,Indonesian,https://twitter.com/salibrah/status/956572186415833089
Jan 25,@Putriidwisari,Mana? Dr kemarin minta dm nomor dan alasan sama lokasi. Giliran di dm ga bales lagi. Ini sinyalnya 4G loh tapi gini. Kecewa bgt sayapic.twitter.com/lxZXciDyw6,0,0,0,Indonesian,https://twitter.com/Putriidwisari/status/956564588320837633
Jan 25,@novanjou,"@IndosatCare min ini saya aktifasi dari tadi belum bisa , padahal udah sesuai sama instruksi suruh pake data 3g, mohon ditindaklanjutipic.twitter.com/1FaUxzBxMp",1,0,0,Indonesian,https://twitter.com/novanjou/status/956547443977371648
Jan 25,@riskipjrs,Terpotong tadi pagi pukul 3:23 tanggal 25 Januari 2015. Pulsa awal 7000 rupiah terpotong jadi 0 rupiah. Kemudian saya cek kuota Yellow masih ada 150MB dan masih saya bisa gunakan sampai dengan pukul 12 siang. Bukan masalah nominalnya ya kak. Cuma kenapa bisa terpotong.pic.twitter.com/xHfNjguWwY,1,0,0,Indonesian,https://twitter.com/riskipjrs/status/956527546505428992
Jan 25,@almitraimani,"@IndosatCare katanya gratis akses youtube , tp dari awal pasang sampai abis skrg saya ngeyoutube tidak pernah akses gratis sama sekali. Trs abdi harus kumaha yeuh? pic.twitter.com/VslPb7ctiz",1,0,0,Indonesian,https://twitter.com/almitraimani/status/956467704210190336
Jan 25,@novanjou,Min saya mau aktifasi paket bundling smartphone yang 50 kok gagal terus ya ? Padahal pulsa juga tidak kurang malah tampil seperti inipic.twitter.com/uYgJqasR2w,1,0,0,Indonesian,https://twitter.com/novanjou/status/956428237931859969
Jan 25,@fashhan_,"@IndosatCare min, saya lagi youtube-an tbtb dapet notif pulsa udah kepake Rp.17255 karena tarif internet Rp.1/KB (1) padahal kuota saya masih ada 100 MB (2) pas saya cek pulsa, benar pulsa saya termakan (3). Maksudnya apa ini?pic.twitter.com/3O0YfSHkrx",2,0,0,Indonesian,https://twitter.com/fashhan_/status/956416993095135232
Jan 25,@arifsaadil,"@IndosatCare Paket Yellow ga ada ya?

Saya mau berhenti langganan imternet gimana? Soalnya keluar gini teruspic.twitter.com/x902QgD4B2",0,0,0,Indonesian,https://twitter.com/arifsaadil/status/956383499136614401
